Year,State,District,Reg.No,Donor_s_no,Donor_Name,Donor_type,Donor_Address,Purpose,Amount (INR)
2017-2018,Delhi,Delhi,231660917,5,Goodnews for India,Institutional,"Post Box 7576, Laverne, California,USA. , United States of America, Email Id: gnficea@gmail.co m, Website Address : http://www.goodne wsforindia.org/",Religious,9535742
2017-2018,Delhi,Delhi,231660917,6,Goodnews for India,Institutional,"Post Box 7576, Laverne, o California,USA. , H United States of America, Email Id: gnfice a@gmail.co m, Wfebsite Aoddress : http://www.goodne wsforindia.org/",Religious,13642629
2017-2018,Delhi,Delhi,231660917,7,Goodnews for India i,Institutional,"Post Box 7576, Laverne, California,USA. , United States of America, Email Id: gnficea@gmail.co m, Website Address : http://www.goodne wsforindia.org/",Social,1200000
2017-2018,Delhi,Delhi,231660917,8,M Goodnews for India,Institutional,"Post Box 7576, Laverne, California,USA. , United States of America, Email Id: gnficea@gmail.co m, Website Address : http://www.goodne wsforindia.org/",Educational,1050000
2017-2018,Delhi,Delhi,231660917,9,International Cooperating Ministries,Institutional,"1901 Armistead AveHampton VA 23666USA , United States of America, Email Id: icm@icm.org, Website Address : http://www.icm.org",Religious,1276595
2017-2018,Delhi,Delhi,231660838,1,Dr. Wm. Loyd Allen Professor of Church r History and Spiritual Formation t,Institutional,"James and Carolyn McAfee School of Theology, Atlanta, GA, 30341 , United States of America, Email Id: , Website Address :",Educational,126283
2017-2018,Delhi,Delhi,231660838,2,s i Indian Muslim Relief n and Charities i M,Institutional,"849 Independence Ave Ste A Mountain View, CA 94043 , United States of America, Email Id: info@imrcusa.org, Website Address : https://www.imrcusa.or g",Educational,45383466
2017-2018,Delhi,Delhi,231660543,1,ASOCCIATION DES AMIS DUE TIBET,Institutional,"Rue Louis-De- Montfalcon 10, 1227 Carouge Ge, Switzerland , Switzerland, Email Id: , Website Address :",Social,2777704.12
2017-2018,Delhi,Delhi,231661475,1,HSBC Electronic Data Processing India Private Limited,Institutional,"6-3-11-7/1108, 1st Floor, Raj Bhavan Road, Somajiguda, Hyderabad-500082, Telengana , India, Email Id: krishnaveni.nalgon da@hsbc.co.in, Website Address : https://www.about. hsbc.com",Educational,361350
2017-2018,Delhi,Delhi,231661475,2,Conservation Education and Research Trust,Institutional,"256, Banbury Road, Mayfield House, Oxford, OX27DE, United Kingdom. , United Kingdom, Email Id: info@earthwatch.or g.uk, Website Address : http://earthwatch.or g/europe",Educational,53344683.6
2017-2018,Delhi,Delhi,231660280,1,Hans Foundation r t s,Institutional,"E/4, Asola Homes, Asola Near Shani Dham Mandir,Mehrauli -110074 , India, Email Id: swati@thfmail.com, Website Address : http://www.thehansfou ndation.org/",Social,1263450
2017-2018,Delhi,Delhi,231661302,1,Caring Hand for Children,Institutional,"6901 McLaren Ave, West Hills, CA 91307 USA , United States of America, Email Id: vindu.caringhand@ gmail.com, Website Address : http://www.caringh andforchildren.org",Educational,412634
2017-2018,Delhi,Delhi,231661302,2,WOMENS REHABILITATIO N GROUP,Institutional,"WRG c/o Poonam Batra 14 Greensview Drive Scotch Plains, NJ 07076 , United States of America, Email Id: , Website Address : http://www.wrgofnj .org/",Educational,329116
2017-2018,Delhi,Delhi,231650872,1,Thupten Chakrisar,Individual,"USA , United States of America, Email Id: , Website Address :",Educational,342761
2017-2018,Delhi,Delhi,231650872,2,r t NG Lai Pun,Individual,"Taiwan , Taiwan, Email Id: , Website Address :",Educational,591010
2017-2018,Delhi,Delhi,231660379,1,Selva Devi r t,Individual,"BLK 543 13-188, Serangoon North Avenus 3, Singapore 550543 , Singapore, Email Id: , Website Address :",Social,2480740
2017-2018,Delhi,Delhi,231660379,2,s i Siddheshvari Devi n i,Individual,"2769 Duluth HWY 120, Duluth, GA 39096, USA , United States of America, Email Id: , Website Address :",Social,300000
2017-2018,Delhi,Delhi,231660379,3,M Taruna Makhija,Individual,"JKP-Bhakti Dham, Mangarh, Kunda, Pratapgarh, UP , India, Email Id: , Website Address :",Social,100000
2017-2018,Delhi,Delhi,231660379,4,Naveet Damodar Maharaj,Individual,"30, Brash Blvd, Palmiste, San Fernando, Trinidad and Tobago. , Trinidad and Tobago, Email Id: , Website Address :",Social,460000
2017-2018,Delhi,Delhi,231660379,5,JKP Radha Madhav Dham,Institutional,"400, Barsana Road, Austin, Texas, USA78737 , United States of America, Email Id: , Website Address :",Social,11263970
2017-2018,Delhi,Delhi,231660379,6,David Keith Mc Caladin,Individual,"1, Donn Rua, Castleknock Road, Castleknock, Dublin 15, Ireland , Ireland, Email Id: , Website Address :",Social,150000
2017-2018,Delhi,Delhi,231660379,7,Sharda Ragoonanan,Individual,"3387, Covent Crescent Mississuga Ontario, Canada , Canada, Email Id: , Website Address :",Social,1635000
2017-2018,Delhi,Delhi,231660379,8,Anna Hemrajee Gobin,Individual,"LP17 Don Miguel Road, San Jaun, Trinidad and Toabago, West Indies , Trinidad and Tobago, Email Id: , Website Address :",Social,800000
2017-2018,Delhi,Delhi,231660379,9,William Falconer,Individual,"250 Lotus Cr, Austin, TX 78737 USA , United States of America, Email Id: , Website Address :",Social,202525
2017-2018,Delhi,Delhi,231660379,10,VSK Foundation,Institutional,"153, Sussex Avenue, Newark, NJ 07 103 , United States of America, Email Id: , Website Address :",Social,167935161
2017-2018,Delhi,Delhi,231660379,11,Vivik Ragoonanan,Individual,"154 Cacandee Road, Felicity, Chaguanas, Trinidad and Tobago , Trinidad and Tobago, Email Id: , Website Address :",Social,260000
2017-2018,Delhi,Delhi,231660379,12,Vashtee Mungal,Individual,"258 Balmain Village Couva San Fernando, Trinidad AND Tobago , Trinidad and Tobago, Email Id: , Website Address :",Social,100000
2017-2018,Delhi,Delhi,231660379,13,Vanita Amelia Jagai,Individual,"A 72, Mission Road, Freeport, Trin idad, West Indiees , Trinidad and Tobago, Email Id: , Website Address :",Social,100000
2017-2018,Delhi,Delhi,231660379,14,Uttar Kumar Nepal,Individual,"m 43, Jurong East Avenue, 1, #11-06 oParc, Oasis (Blk H), Singapore 609778 , Singapore, Email Id: , Website Address :",Social,800000
2017-2018,Delhi,Delhi,231660379,15,Usha Khosla,Individual,"316, Arrowhead way, Hayward, CA 94544, USA , United States of America, Email Id: , Website Address :",Social,270000
2017-2018,Delhi,Delhi,231660379,16,Urmit Vickash r t,Individual,"Resident of Unit 5, 50, Burnley Street, Richmond VIC 3121, Australia , Australia, Email Id: , Website Address :",Social,105108
2017-2018,Delhi,Delhi,231660379,17,s Uma Chiowdhury n i,Individual,"370, Dixon Road, Apartment No. 705, Toranto, Ontario, Canada , Canada, Email Id: , Website Address :",Social,200000
2017-2018,Delhi,Delhi,231660379,18,M Textile Concepts Limited,Institutional,"Unit 8, Guinness Road Trading Estate, Guinness Road, Trafford Park, Manchester, M17 , United Kingdom, Email Id: , Website Address :",Social,3216357
2017-2018,Delhi,Delhi,231660379,19,Tavintharan Subramaniam,Individual,"Apt.Blk 543 13-188, Serangoon North Avenue 3,   Singapore 550543. , Singapore, Email Id: , Website Address :",Social,5400000
2017-2018,Delhi,Delhi,231660379,20,Sushma Rajshree Bahal,Individual,"53, Regalbuto Avenue, Petawawa, Ontario, KOH 1L5, Canada. , Canada, Email Id: , Website Address :",Social,153321
2017-2018,Delhi,Delhi,231660379,21,Sushma Agarwal,Individual,"33, Pasir ris Grove, #08 -69, Coco Palms, Singapore 518076 , Singapore, Email Id: , Website Address :",Social,300000
2017-2018,Delhi,Delhi,231660379,22,Susan Dhanrajie Ramsamooj,Individual,"123 Aurelia Drive, crescent Gardens Mausica Road, Arima, Trinidad and Tobago (West ZIndies) , Trinidad and Tobago, Email Id: , Website Address :",Social,50000
2017-2018,Delhi,Delhi,231660379,23,Surendra Kumar Patel,Individual,"3A/24, James Cook Crescent, Auckland, New Zealand , New Zealand, Email Id: , Website Address :",Social,2677080
2017-2018,Delhi,Delhi,231660379,24,Sunita Gobin,Individual,"Don Mighel Road, San Jaun, Trinidad , Trinidad and Tobago, Email Id: , Website Address :",Social,1969300
2017-2018,Delhi,Delhi,231660379,25,Suman Koirala,Individual,"92, Dunmore Street South, Bexley, NSW 2207, Sydney, Australia. , Australia, Email Id: , Website Address :",Social,367108
2017-2018,Delhi,Delhi,231660379,26,Sindhu Prasad Kaphle,Individual,"18, Forrest Cresent Beaumont Hills, NSW Australia 2155 , Australia, Email Id: , Website Address :",Social,142907
2017-2018,Delhi,Delhi,231660379,27,Sia Lin See,Individual,"A Blk 709, Bed ok Reservoir Reoad. 09- 3876 Singapore 470709 , Singapore, Email Id: , Website Address :",Social,300000
2017-2018,Delhi,Delhi,231660379,28,Shri Kripalu Kunj Ashram,Institutional,"m 2710 Ashford Trail, Dr oHouston, Texas 77082 USA , United States of America, Email Id: , Website Address :",Social,4142094
2017-2018,Delhi,Delhi,231660379,29,Shree JKP Sydney Incorporated,Institutional,"C/O 12 Rex Street Goulburn, NSW 2580, Sydney, Australia , Australia, Email Id: , Website Address :",Social,1318435
2017-2018,Delhi,Delhi,231660379,30,Shakti Braj Banchary Mahavani r,Individual,"2710 Ashford Trail, Dr Houstan, Texas.,USA. , United States of America, Email Id: , Website Address :",Social,345214
2017-2018,Delhi,Delhi,231660379,31,t s Sabatry Ramnath i n i,Individual,"29, Farida Gardens, Appoo Ave., Orange Fild, Carapicnama, Trinidad. , Trinidad and Tobago, Email Id: , Website Address :",Social,150000
2017-2018,Delhi,Delhi,231660379,32,M Russell Anthony Paul French,Individual,"15 Nirringa Ave, Aspendale, Victoria, Australia , Australia, Email Id: , Website Address :",Social,50000
2017-2018,Delhi,Delhi,231660379,33,Rohit Sharma,Individual,"58-27, 210th St. Oakland Cewdem, NY 11364 , United States of America, Email Id: , Website Address :",Social,24000
2017-2018,Delhi,Delhi,231660379,34,Robert Allan Edwards,Individual,"2/265 Ben Boyd Road, Cremorne, NSW , Australia, Email Id: , Website Address :",Social,64500
2017-2018,Delhi,Delhi,231660379,35,Richard Francis,Individual,"19660 NW 86 Court Hialeah, Florida, 33015, USA , United States of America, Email Id: , Website Address :",Social,40000
2017-2018,Delhi,Delhi,231660379,36,Ravinder Kumar,Individual,"27, Bellevue Avenue, Toronto, Ontario, Canada M5T2N5 , Canada, Email Id: , Website Address :",Social,574920
2017-2018,Delhi,Delhi,231660379,37,Raunak Jalan,Individual,"Radha Madhav Niwas, Near Adarsh Nagar, Birganj, Nepal , Nepal, Email Id: , Website Address :",Social,450000
2017-2018,Delhi,Delhi,231660379,38,Raunak Bohra,Individual,"Sanepa, Lalitpur, Kathmandu, Nepal , Nepal, Email Id: , Website Address :",Social,75500
2017-2018,Delhi,Delhi,231660379,39,Rashmi Pande,Individual,"12433, 90th Ave, Surrey, BC, V3V 1B9 , Canada, Email Id: , Website Address :",Social,50000
2017-2018,Delhi,Delhi,231660379,40,Ram Sharan Karki,Individual,"Lalitpur, Nepal, Sher Camp Parishar, Lalitpur-10 , Nepal, Email Id: , Website Address :",Social,187000
2017-2018,Delhi,Delhi,231660379,41,Rajsekar SwamyPC,Individual,"1308, Starmansion, 3-5 Minden Kow TST KLN, Hongkong , Hong Kong, Email Id: , Website Address :",Social,50000
2017-2018,Delhi,Delhi,231660379,42,Rajesh Kumar Mehta,Individual,"Rajgunj, Sinuwari-06, Sunbari-03, Kashi, Nepal , Nepal, Email Id: , Website Address :",Social,200000
2017-2018,Delhi,Delhi,231660379,43,Raj Kumari Rai,Individual,"Block 133, Bedok Reservoir Road, 08- 1219, Singpore 470133 , Singapore, Email Id: , Website Address :",Social,2431224
2017-2018,Delhi,Delhi,231660379,44,Radha Madhav Society,Institutional,"A DBA Yugl Kunj 2769, Dluth HWY Dluth, GA   30096. , United States of America, Email Id: , Website Address :",Social,106217028
2017-2018,Delhi,Delhi,231660379,45,Radha Madhav Society,Institutional,"e m 109 Edgehill Road, Leicester, LE4 9ED, oUK , United Kingdom, Email Id: , Website Address :",Social,24303264
2017-2018,Delhi,Delhi,231660379,46,Radha Madhav Society,Institutional,"280 Spadina Avenue, P.O.Box 67512, Toronto, Ontario, M5T 3A0 , Canada, Email Id: , Website Address :",Social,5705350
2017-2018,Delhi,Delhi,231660379,47,Rachit Ram Bhandary r,Institutional,"25, Somersby Circuit, Acacia Gardens, 2763, New South Wales, Australia , Australia, Email Id: , Website Address :",Social,312000
2017-2018,Delhi,Delhi,231660379,48,t s Rachana Devi Rimal i n,Individual,"140-26, Franklin Ave, Apptt 5B, Flushing, NY 11355 , United States of America, Email Id: , Website Address :",Social,100000
2017-2018,Delhi,Delhi,231660379,49,i M Pushpa Navinchandra Sata,Individual,"957, Cherokee Trial, Piano, Texas- 75023, USA , United States of America, Email Id: , Website Address :",Social,203000
2017-2018,Delhi,Delhi,231660379,50,Punya Prasad Dahal,Individual,"Ward no. 32, Street no. 30, Anam Nagar, Kathmandu, Nepal , Nepal, Email Id: , Website Address :",Social,277000
2017-2018,Delhi,Delhi,231660379,51,Priya Vani Heera,Individual,"#544, 5MR, Chase Village, Casapichains, Trinidad and Tobago , Trinidad and Tobago, Email Id: , Website Address :",Social,103000
2017-2018,Delhi,Delhi,231660379,52,Priya Rhea Siewsankar,Individual,"Palm avenue, Ornge Field Road, Carapichaima, Trinidad and Tobago , Trinidad and Tobago, Email Id: , Website Address :",Social,1000000
2017-2018,Delhi,Delhi,231660379,53,Prasann Patel,Individual,"11A Dilworth Aje, Remvera Auckland, New Zealand , New Zealand, Email Id: , Website Address :",Social,25000
2017-2018,Delhi,Delhi,231660379,54,Prakash Dindial,Individual,"344, Quarry Village, Erin Rd. Siparia, Trinidad and Tobago, West Indies , Trinidad and Tobago, Email Id: , Website Address :",Social,115000
2017-2018,Delhi,Delhi,231660379,55,Philip Feinburg,Individual,"16325 Golden Wood Way, Austin Texas, USA , United States of America, Email Id: , Website Address :",Social,1960800
2017-2018,Delhi,Delhi,231660379,56,Parvin Kumar,Individual,"7, Savanna Parade, NE Calgary, Canada, T35 ON 7, Canada , Canada, Email Id: , Website Address :",Social,67600
2017-2018,Delhi,Delhi,231660379,57,Paramod Kumar,Individual,"Blk 178, #06-217, Bukit Batok West Ave 8, Singapore 650178 , Singapore, Email Id: , Website Address :",Social,1650000
2017-2018,Delhi,Delhi,231660379,58,Panjabi Chandrabhan Jethanand,Individual,"10A Cypress Court, Worldwide Gardens, 2 Lung Park St., TAI WAI, Shatin, Hongkong. , Hong Kong, Email Id: , Website Address :",Social,650000
2017-2018,Delhi,Delhi,231660379,59,Niranjan Tachamo,Individual,"A 1701, State Hill Rd, Apt QZ Wyo missing PA US 196e10 USA. , United States of America, Email Id: , Website Address :",Social,100000
2017-2018,Delhi,Delhi,231660379,60,Neeharika Srivastava Peter,Individual,"m 260, Chaespeake Lane oSouth Lake, Tx -76092, USA , United States of America, Email Id: , Website Address :",Social,200000
2017-2018,Delhi,Delhi,231660379,61,Namanidhi Chiluwal,Individual,"Dhamili Kuwa-3, Lamgunj, Nepal , Nepal, Email Id: , Website Address :",Social,30000
2017-2018,Delhi,Delhi,231660379,62,Naitram Maharaj r,Institutional,"30, Brash Blvd, Palmiste, San Fernando, Trinidad and Tobago. , Trinidad and Tobago, Email Id: , Website Address :",Social,7323220
2017-2018,Delhi,Delhi,231660379,63,t s Naina Dharamdas Parwanii n i,Individual,"Blk 5000E, Marine Parade Road,  03-20 Laguna Park, Singapore 449288 , Singapore, Email Id: , Website Address :",Social,4005300
2017-2018,Delhi,Delhi,231660379,64,M Meetu Magotra,Individual,"3387, Covent Crest Mississauga, ON L5M 7K6 Canada , Canada, Email Id: , Website Address :",Social,100000
2017-2018,Delhi,Delhi,231660379,65,Meera Baboolal,Individual,"72, Mission Road, Freeport, Trinidad, West Indies , Trinidad and Tobago, Email Id: , Website Address :",Social,245500
2017-2018,Delhi,Delhi,231660379,66,Marsha Kent,Individual,"Room No.G-309,310 JKP Bhakti Dham , Kunda, Dist.Pratapgarh, Mangarh UP, India . , India, Email Id: , Website Address :",Social,559000
2017-2018,Delhi,Delhi,231660379,67,Mansa Poudel Banskota,Individual,"Naya Bazar, Kathmandu, Nepal , Nepal, Email Id: , Website Address :",Social,65000
2017-2018,Delhi,Delhi,231660379,68,Mahesh Chand,Individual,"Digital data Imaging Services Pty Ltd., Level 8, 88 Pitt Street, Sydney NSW 2000 , Australia, Email Id: , Website Address :",Social,345658
2017-2018,Delhi,Delhi,231660379,69,Mahabir Radhay,Individual,"7, Cameron St., Balmain Village, Couva, Trinidad and Tobago, West Indies , Trinidad and Tobago, Email Id: , Website Address :",Social,395644
2017-2018,Delhi,Delhi,231660379,70,Leelamoney M Nair,Individual,"JKP Bhakti Dham , Mangarh, Kunda, Pratapgarh (U.P.) , India, Email Id: , Website Address :",Social,110000
2017-2018,Delhi,Delhi,231660379,71,Laxmi Devi Adhikari,Individual,"Karki, Pokhra, Nepal , Nepal, Email Id: , Website Address :",Social,200000
2017-2018,Delhi,Delhi,231660379,72,Lakshmi Ragoonanan,Individual,"154, Cacandee Road, Felicity, Chaguanas, Trinidad and Tobago, WI , Trinidad and Tobago, Email Id: , Website Address :",Social,290000
2017-2018,Delhi,Delhi,231660379,73,Jagdish Chandra Khatri,Individual,"13, Helsen Street, Samabula North, GPO Box 12288 Suva, Fiji , Fiji, Email Id: , Website Address :",Social,296000
2017-2018,Delhi,Delhi,231660379,74,Kamlesh Naik,Individual,"2769, Duluth HWY, A Duluth, GA 39096, USA , United States of America, Email Id: , Website Address :",Social,500000
2017-2018,Delhi,Delhi,231660379,75,Kamlesh Kumar,Individual,"e 27, Bellevue Avenue, m Toronto, Ontario, M5T 2N5 Canada , Canada, Email Id: , Website Address :",Social,100000
2017-2018,Delhi,Delhi,231660379,76,Kamini Jhamatmal Ramchandani,Individual,"o Block 5, 03-350, bedok South Avenue, Singapore-460005 , Singapore, Email Id: , Website Address :",Social,3000000
2017-2018,Delhi,Delhi,231660379,77,Kamaldai Ramdeo,Individual,"JKP Bhakti dham, Mangarh, Kunda, Pratapgarh (UP) Room No. S-623 , India, Email Id: , Website Address :",Social,206400
2017-2018,Delhi,Delhi,231660379,78,r t Kamal Malhotra s i,Individual,"39 Kitchener Street, Box Hill , South 3128, Australia. , Australia, Email Id: , Website Address :",Social,1063625
2017-2018,Delhi,Delhi,231660379,79,n Kiamal Lata Chand,Individual,"Lot 16 JD Maharaj Place , Nakasi. , Fiji, Email Id: , Website Address :",Social,153975
2017-2018,Delhi,Delhi,231660379,80,M Karki Kalpana,Individual,"Dilli bazaar, Kathmandu -32, Nepal , Nepal, Email Id: , Website Address :",Social,50000
2017-2018,Delhi,Delhi,231660379,81,John Jude Feeley,Individual,"Apartment 2, The Birchgrove, Ballinasloe, Country Roscommon. Ireland , Ireland, Email Id: , Website Address :",Social,199174
2017-2018,Delhi,Delhi,231660379,82,John Jewanlal Gobin,Individual,"11, Greenvale Avenue Valsayn, Trinidad. , Trinidad and Tobago, Email Id: , Website Address :",Social,2483150
