Registration Number,Association Name,State,Cancellation Type,Cancellation Year
147050008,Ramakrishna Mission Ashrama,West Bengal,On Violation,2015
147000117,"Rama Krishna Math, Ichwah",West Bengal,On Violation,2015
147000107,Rajupur Dakhin Bari Bhai Bhai Sangha,West Bengal,On Violation,2015
147110250,Rajarampur Gram Unnayan Samity,West Bengal,On Violation,2015
147050003,Raipara Milan Samity,West Bengal,On Violation,2015
146900008,Raiganj Banamali Seva Kendra,West Bengal,On Violation,2015
147050024,Rahmania Education Society,West Bengal,On Violation,2015
147050056,Raghunathganj Madrasah Jamia Gausia Rezvia,West Bengal,On Violation,2015
147040156,Raghunath Chak Alli Kalyansamity,West Bengal,On Violation,2015
147040080,Rabindra Pathagar,West Bengal,On Violation,2015
147040092,Purbachara Bhratree Sangha,West Bengal,On Violation,2015
147040293,Purba Kharan Rainbow Club,West Bengal,On Violation,2015
147040287,Purba Chak Nivedita Samity,West Bengal,On Violation,2015
147120637,Purabi Das Charitable Trust,West Bengal,On Violation,2015
147120759,Punjabee Bradree,West Bengal,On Violation,2015
147050044,Pulinda Ebrahimia Darul Hoda Child Education Centre,West Bengal,On Violation,2015
147120859,PRRBASA RELIEF AND YOUTH EDUCATION REFORMS SOCIETY,West Bengal,On Violation,2015
147110234,Provat Sangha,West Bengal,On Violation,2015
147110546,Progoti Songha Choto Baidyahat,West Bengal,On Violation,2015
147110313,Pravat Samity,West Bengal,On Violation,2015
147040122,Pragati Sangha,West Bengal,On Violation,2015
147110619,Pradip Centre for Autism Management,West Bengal,On Violation,2015
146940074,POPULATION AND SOCIAL DEVELOPMENT,West Bengal,On Violation,2015
147110428,Pirpur Progatisil Samiti,West Bengal,On Violation,2015
146990036,Piratali Sarat Smriti Sansad,West Bengal,On Violation,2015
147110719,Piprakhali Sukanta Nazrul Memorial Club,West Bengal,On Violation,2015
147030021,Perojpur Bullet Club,West Bengal,On Violation,2015
146940003,Peoples Work Education Centre,West Bengal,On Violation,2015
146990099,Pearls of God,West Bengal,On Violation,2015
147040128,Paushi Janakalyan Samity,West Bengal,On Violation,2015
147050054,Pathardanga Madrasa Salafia,West Bengal,On Violation,2015
147110266,Pashim Durgapur Netaji Sangha,West Bengal,On Violation,2015
147120329,Paschimbanga Jankalyan Parishad,West Bengal,On Violation,2015
147040076,Paschim Masuria New Tarun Sangha,West Bengal,On Violation,2015
147120712,Paschim Banga Rajya Ptaribandhi Sammilani,West Bengal,On Violation,2015
147110376,Parudaha Samaj Siksha Kendra,West Bengal,On Violation,2015
147040338,Partapdighi Calvary Welfare Society,West Bengal,On Violation,2015
147040470,Parmanandapur Iswar Smriti Sc/st Education Sanstha,West Bengal,On Violation,2015
147120585,Parivarikee,West Bengal,On Violation,2015
147040463,Panskura Pratibandhi Kalyan Samity,West Bengal,On Violation,2015
147120287,Pallikatha,West Bengal,On Violation,2015
147040138,Palli Jyoti Pathagar,West Bengal,On Violation,2015
147110723,Pal Trockner Foundation,West Bengal,On Violation,2015
147120326,Padatik,West Bengal,On Violation,2015
147040013,Nukhil Bharat Banbasi Panchayat,West Bengal,On Violation,2015
147030017,North Bengal Welfare Society,West Bengal,On Violation,2015
147110838,Noorpur Ananda Pally Child and Women Development Society,West Bengal,On Violation,2015
147110093,Noorjahan Maternity & Child Welfare Centre,West Bengal,On Violation,2015
146930050,NITYA GOPAL WELFARE ORGANISATION,West Bengal,On Violation,2015
147110024,Nishkalanka Maria Kendra,West Bengal,On Violation,2015
147040016,Nirmal Hriday Ashram,West Bengal,On Violation,2015
147110607,Nimtola Young Muslim Association,West Bengal,On Violation,2015
147110379,New Young & Ear Club,West Bengal,On Violation,2015
147040035,Neturia Sri Sri Ma Sardamayee Kalyan Samity,West Bengal,On Violation,2015
147120461,Nehma Children Museum,West Bengal,On Violation,2015
147040009,Nazareth Community Centre,West Bengal,On Violation,2015
147110899,NAVAJEEBAN,West Bengal,On Violation,2015
147120449,National Cultural Association,West Bengal,On Violation,2015
147000049,Nari-o-sishu Kalyan Kendra,West Bengal,On Violation,2015
147120390,Nari Shiksha Samity,West Bengal,On Violation,2015
146980010,Narcotics & Alcoholics Rehabilitation Centre,West Bengal,On Violation,2015
147110050,Narayantal Christian Welfare Centre,West Bengal,On Violation,2015
147040451,Narangadighi Vivekjyoti Pathachakra,West Bengal,On Violation,2015
147040505,Nandakumar Alor Disari,West Bengal,On Violation,2015
147040244,Nanda Palli Unnayan Sanga,West Bengal,On Violation,2015
147000020,Nalpur Gram Bharati,West Bengal,On Violation,2015
147000162,Nalpur Ahmadia Junior Madrasah,West Bengal,On Violation,2015
147110745,Naiyarat women and Child Welfare Centre,West Bengal,On Violation,2015
147060084,Nadia Zila Pratibandhi Kalyan Samity,West Bengal,On Violation,2015
147110362,Nabasan Palisree Sangha,West Bengal,On Violation,2015
147110731,Naba Maitry Sangha,West Bengal,On Violation,2015
147120635,Naba Janakalyan Samiti,West Bengal,On Violation,2015
147050019,Murshidabad Depresed Classes League,West Bengal,On Violation,2015
147030036,Mulaibari Jiban Bikash Society,West Bengal,On Violation,2015
147000132,Mukheyeepake Sammilita Pallibashi Samiti,West Bengal,On Violation,2015
147050028,Mirzapur Navabharat Mission,West Bengal,On Violation,2015
146990035,Mother And Child Health Organisation,West Bengal,On Violation,2015
146940070,Moregram Green Vision Society,West Bengal,On Violation,2015
147040008,Moitri Sangha O Deshapran Pathagar,West Bengal,On Violation,2015
147120105,Moderators Disposal Funds,West Bengal,On Violation,2015
147110233,Model Islamic Institute,West Bengal,On Violation,2015
147040197,Mirja Nagar Tarun Sangha,West Bengal,On Violation,2015
147110377,Minority Post Graduate Basic Traning College,West Bengal,On Violation,2015
147110210,Milan Sangha,West Bengal,On Violation,2015
147040476,Milan Bithi Nazrul Smriti Sangha,West Bengal,On Violation,2015
147040190,Midnapur Netaji Rural Womeodevp Society,West Bengal,On Violation,2015
147040321,Midnapore Vidyasagar Welfare Assocation,West Bengal,On Violation,2015
147040235,Midnapore District Gandhiji Youva Kalyan Samiti,West Bengal,On Violation,2015
147040242,Midnapore District Child & Women Welfare Society,West Bengal,On Violation,2015
147040312,Midnapore Dance & Music Circle,West Bengal,On Violation,2015
147120642,Meitei Jagoi,West Bengal,On Violation,2015
147120335,Mehtas Atash Adran Renovation & Repair Fund,West Bengal,On Violation,2015
146970005,Mathabhanga Social Welfare Organisation,West Bengal,On Violation,2015
147060013,Marian Welfare Centre,West Bengal,On Violation,2015
147120714,Mansatala Roushan Welfare Society,West Bengal,On Violation,2015
105020031,Bidgut Club,Orissa,On Violation,2015
104890014,Bibekananda Gramya Vikas Kendra,Orissa,On Violation,2015
104860109,Bhumiputra Club,Orissa,On Violation,2015
104830150,Bhoomika,Orissa,On Violation,2015
105020149,Bhargabi Club,Orissa,On Violation,2015
105020247,Bharati Akashabani Kishore Shrota Chakra,Orissa,On Violation,2015
104950051,Bharat Bikash,Orissa,On Violation,2015
104990010,Betnoti College,Orissa,On Violation,2015
104870167,Basudeb Pathagar,Orissa,On Violation,2015
104830177,Basanti Trust,Orissa,On Violation,2015
104860082,Basanti Library,Orissa,On Violation,2015
105010016,Bapuji Youba Sangha,Orissa,On Violation,2015
104910028,Bapuji Sevashram,Orissa,On Violation,2015
104860008,Bapuji Bidya Pith,Orissa,On Violation,2015
104890020,Bapujee Yuvak Sangha,Orissa,On Violation,2015
104840006,Baptist Church,Orissa,On Violation,2015
104970010,Banbasi Bikas Sangathan,Orissa,On Violation,2015
105050001,Banadurga Sanskrutik Parishad,Orissa,On Violation,2015
104950008,Banabasi Sangha,Orissa,On Violation,2015
104910032,Bana Devi Sewa Mandal,Orissa,On Violation,2015
104960021,Bana Bharti,Orissa,On Violation,2015
104860010,Balikana Children And Women Welfare Centre,Orissa,On Violation,2015
104820045,Balasore District Nari Sangha,Orissa,On Violation,2015
105060008,Bal Sadan Ambapali,Orissa,On Violation,2015
105020048,Badada Yubak Sangha,Orissa,On Violation,2015
104880001,Babasaheb Ambedkar Human Resource Development Centre,Orissa,On Violation,2015
105020242,Azad Hind Yuba Sangathan,Orissa,On Violation,2015
105060024,Axene Evangelical Mission,Orissa,On Violation,2015
104870120,Awareness Institute For Development,Orissa,On Violation,2015
105030043,Auxiliary Systematised Institutional Support to Humanity(ASISH),Orissa,On Violation,2015
104910038,Aurobindo Club,Orissa,On Violation,2015
104860120,Asureswarm Gomangal Samittee,Orissa,On Violation,2015
105070071,ASTHA ( A SOCIETY TO HELP ALL ),Orissa,On Violation,2015
105030005,Association For Women's Action And Rural Development,Orissa,On Violation,2015
104850017,Association for Social Reconstruction Activity and Youth Action (ASRAYA),Orissa,On Violation,2015
104830141,Association for Integrated Development,Orissa,On Violation,2015
105070003,Asian Workers Development Institute (request for cancellation-agreed on 6/10/04,Orissa,On Violation,2015
104830261,Asian Institute of Human Development,Orissa,On Violation,2015
104820061,Asara,Orissa,On Violation,2015
104830210,Arupa Mission Research Foundation,Orissa,On Violation,2015
105020148,Artatrana Yuba Parisada,Orissa,On Violation,2015
104830197,Art-Work for Awareness and Zeal (AwaZ),Orissa,On Violation,2015
105020052,Apsara Mahila Samiti,Orissa,On Violation,2015
104870177,APOSTLE ELIYAS MISSION,Orissa,On Violation,2015
104860119,Aparajita,Orissa,On Violation,2015
104910041,Anushanti,Orissa,On Violation,2015
104860011,Antyodaya Seva Kendra,Orissa,On Violation,2015
105020186,Animal Welfare Society of Orissa,Orissa,On Violation,2015
105180004,Animal Resources Development Agency,Orissa,On Violation,2015
104940025,Anchalika Yuba Parishad,Orissa,On Violation,2015
104850001,Anchalika Seva Sangha,Orissa,On Violation,2015
105020328,Anchalika seva prathistan,Orissa,On Violation,2015
104910058,Anchalika Prasad Sanskuntia Sansad,Orissa,On Violation,2015
104870144,Anchalika Gramya Unnayan Parisad,Orissa,On Violation,2015
105060040,Anchaliik Seva Sangathan,Orissa,On Violation,2015
105040004,Ananya,Orissa,On Violation,2015
104910044,Ambedkar Rural Development Service Socy.,Orissa,On Violation,2015
104830108,Ambedkar Educational Complex,Orissa,On Violation,2015
104890011,Alok Yubak Sangha,Orissa,On Violation,2015
105020028,All India Indira Kusta Seva Samiti,Orissa,On Violation,2015
104970009,Alikho Mahima Dharma Kapi S. Samaj,Orissa,On Violation,2015
104890018,Akhyam Kalyan Samiti,Orissa,On Violation,2015
104820091,Agnisikha Voluntary Organization,Orissa,On Violation,2015
105020231,Agency For Backward Community Developmnt,Orissa,On Violation,2015
104910112,Agamee (A Progressive Sociao-Cultural Movement),Orissa,On Violation,2015
105000006,Adrasa Social and Health Service Association,Orissa,On Violation,2015
104840021,Adivasi Yubak Sangha,Orissa,On Violation,2015
104960027,Adivasi Chritiya Samaj,Orissa,On Violation,2015
104950029,Adibasi Sanskruti Gabesanga Parishad,Orissa,On Violation,2015
104830029,Action For Integrated Development Of India,Orissa,On Violation,2015
104840010,Action Aid Project,Orissa,On Violation,2015
104840009,Action Aid,Orissa,On Violation,2015
105020033,Achyata Nanda Club,Orissa,On Violation,2015
104990057,ABHYUDAY,Orissa,On Violation,2015
104870146,Abhiyan,Orissa,On Violation,2015
104860169,ABHINAV ORISSA,Orissa,On Violation,2015
104890017,Abaj-adivasi Harijan Seva Sangha,Orissa,On Violation,2015
104890072,Aask,Orissa,On Violation,2015
104840079,Aashraya,Orissa,On Violation,2015
105180025,AASHA,Orissa,On Violation,2015
52910292,Yuvajana Mahila Samajam,Kerala,On Violation,2015
52910061,Young Mens Christian Association,Kerala,On Violation,2015
52930188,Young Men's Christian Association,Kerala,On Violation,2015
52850445,Yogakshema Trust,Kerala,On Violation,2015
52930151,YMCA,Kerala,On Violation,2015
147040267,Kalyanpur Yuba Sangha,West Bengal,On Violation,2015
147040262,Kalyan Pur Juba Sangha,West Bengal,On Violation,2015
147030024,Kalitala Club,West Bengal,On Violation,2015
146980017,Kalimpong Girls High School,West Bengal,On Violation,2015
146980083,Kalimpong Gaden Tharpa Choling Monastery Kalimpong,West Bengal,On Violation,2015
147110930,Kalatla Ankur Seva Samity,West Bengal,On Violation,2015
147040090,Kakhuriabari Ramakrishna Pathagar,West Bengal,On Violation,2015
147110503,Kakdwip Muslim Welfare Society,West Bengal,On Violation,2015
147110885,KAIKHALI SAMADHAN SAMITY,West Bengal,On Violation,2015
147110319,Jubak Sangha,West Bengal,On Violation,2015
147110795,Joygopalpur Youth Development Centre,West Bengal,On Violation,2015
147040207,Jogiberh Kulia New Tarun Sangha,West Bengal,On Violation,2015
146980004,Jiwan Jyoti Prakashan,West Bengal,On Violation,2015
147120132,Jhargram Leprosy Project,West Bengal,On Violation,2015
147040274,Jhanjia Sanchayan,West Bengal,On Violation,2015
147000096,Jaypur Pally Unnayan Parisad,West Bengal,On Violation,2015
147030008,Jasua Jahir Khan Islamia Madrassa,West Bengal,On Violation,2015
147050071,Jangipur Manab Siksha Research and Training Institute,West Bengal,On Violation,2015
147120365,Janata Medical Service Mar Thoma Church Centre,West Bengal,On Violation,2015
147110646,Jagla Tiger Club,West Bengal,On Violation,2015
147120747,Janaranjan Trust,West Bengal,On Violation,2015
147110162,Jamtala Janakalyan Samiti,West Bengal,On Violation,2015
147110689,Jaliakhali Unnayan Society,West Bengal,On Violation,2015
147040260,Jagdish Paschimbar Nivedita Mahila S.smt,West Bengal,On Violation,2015
147000078,Jagatpur Nabarun Sangha,West Bengal,On Violation,2015
147040199,Jagadish Paschimbar Viveka.palli Unny.sa,West Bengal,On Violation,2015
147030023,Jadupur Khadijatul Kubra Welfare Trust,West Bengal,On Violation,2015
147110631,Islamia Mozaddedia Education Trust,West Bengal,On Violation,2015
147120362,Islamia Hospital,West Bengal,On Violation,2015
147060010,Iskcon,West Bengal,On Violation,2015
147120217,International Society For Krishna Consciousness,West Bengal,On Violation,2015
147110911,INTERNATIONAL MASS AWARENESS PROGRAMME (NIKHIL JANACHETANA),West Bengal,On Violation,2015
147110612,Integrated Education and Research Centre for Engineering and Management,West Bengal,On Violation,2015
147000205,Institute Of Socio Economic Development For Handicapped and Street Children(I.S.E.D.H. and S.C.),West Bengal,On Violation,2015
147120650,Institute of Molecular Medicine,West Bengal,On Violation,2015
147040259,Institute Of Social Research And Applied Anthropology,West Bengal,On Violation,2015
147120331,Indo-Arab Cultural Association,West Bengal,On Violation,2015
147120410,Indian Puppet Theatre,West Bengal,On Violation,2015
147040211,Indian Institute Of Technology,West Bengal,On Violation,2015
147120412,Indian Institute Of Rural Development,West Bengal,On Violation,2015
147120472,Indian Craft Village Trust,West Bengal,On Violation,2015
147110122,Indian Council Of Sports For Disabled,West Bengal,On Violation,2015
147120269,Indian Council Of Rural Youth,West Bengal,On Violation,2015
147110183,Ichapur Jan Kalyan Parishad,West Bengal,On Violation,2015
147000031,Howrah Seva Sangha,West Bengal,On Violation,2015
147000111,Howrah Rural Action Council,West Bengal,On Violation,2015
147000178,Howrah Rural Teachers Forum,West Bengal,On Violation,2015
146990033,Hooghly Children,West Bengal,On Violation,2015
147000085,Hooghly Aparajita,West Bengal,On Violation,2015
147060006,Holy Angels Home Junior Holy Family,West Bengal,On Violation,2015
147110300,Hogla Janakalyan Samity,West Bengal,On Violation,2015
147040445,Hitaljore Kishanbala Databya Chikitjalage,West Bengal,On Violation,2015
147120351,Hindustan Charity Trust,West Bengal,On Violation,2015
146940013,Hindu Mission Boys Welfare Home,West Bengal,On Violation,2015
