State,Reg No,Association,Address,Nature
Maharashtra,83890001,Kayadhu Gram Vikas Pratisthan,"C/o Dr, P.d.joshi Patodekar, Chikhalwadi, G.g. Road-",Social 
Maharashtra,83890019,Jaiprakash Gram Kalyan Sanstha,"Gopalnagar, Sangvi-431602","Economic ,Social "
Maharashtra,83890053,Sant Gadge Baba Shikshan Sanstha,"Kalpna Naiwas, Behind Court, Kandhar, Tq.Kandhar, Dist.Nanded., 431714","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890055,Narsinha Shikshan Prasarak Mandal,"A/p. Motarga, Tq. Mukhed, Dist. Nanded, Mukhed, 431602",Social 
Maharashtra,83890068,SHRI SANT DNYANESHWAR SHIKSHAN PRASARAK MANDAL,"AT POST SAWARGAON (PIRJADA) TQ MUKHED DIST NANDED MOBILE NO. 09049850880, NANDED, 431715","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890073,KUNTURKAR EDUCATION SOCIETY,"Snehankit Colony, 1st Floor Koustubh Building, 431605","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890074,KAUSAR SEVABHAVI SANSTHA,"H NO 1-15-961 TAJNAGAR HOUSING SOCIETY BEHIND SHARDA NAGAR PO TARODA NANDED MOBILE NO 09850523318, NANDED, 431605","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890086,JAI MALHAR SHIKSHAN PRASARAK MANDAL,"SAWARGAON MUKHED, NANDED, 431704","Religious(Others) ,Cultural ,Economic ,Educational ,Social "
Maharashtra,83890088,NUTAN VIDYALAY EDUCATION SOCIETY,"AT POST UMRI, UMRI, 431807","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890089,AAMAN WELFARE EDUCATION SOCIETY,"H NO 5-2-17, Fatte Buruj, 431602","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890091,AL HIRA EDUCATIONAL TECHNICAL AND HEALTH CARE SOCIETY,"FAHMI MEDICAL CENTER OPP DEGLUR NAKA POLICE CHOWKY DEGLURNAKA, NANDED, 431604","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890092,Swami Vivekanand Shikshan Prasarak Mandal,"Sanjay Shankarrao Deshmukh Village and Post Barad Tq Nanded, Nanded, 431745","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890093,VANSHREE SAMAJIK SANSKRUTIK VA GRAMIN VIKAS SANSTHA,"VANSHREE NAIKNAGAR BHOKAR, TQ BHOKAR, 431801","Cultural ,Economic ,Educational ,Social "
Maharashtra,83890094,SAHYOG SEVABHAVI SANSTHA,"Vishnupuri Tehsil and District Nanded, Nanded, 431606","Cultural ,Educational ,Social "
Maharashtra,84100005,Nandurbar Taluka Vidhayak Samiti,"Khodaimata Road, Nandurbar, Maharashtra-425412","Educational ,"
Maharashtra,84100010,Lokvikas Bahuuddeshiya Sanstha,"At, 19, Dattaguru Housing Society , Near Doordarshan Tower, Dongergaon Road, Shahada, Shahada, 425409",Social 
Maharashtra,84100011,NAVAPUR MUSLIM HEALTH AND WELFARE ASSOCIATION,"BEHIND SARVAJANIK HIGHSCHOOL, NAVAPUR, 425418",Social 
Maharashtra,84100018,MAHATMA FULE BAHUUDESHIYA SANSTHA,"AT POST JAI NAGAR TAL SHAHADA DIST NANDURBAR, SHAHADA, 425409","Cultural ,Economic ,Educational ,Social "
Maharashtra,83900007,Holy Cross Church Catholic Ashram,"Trimbak Naka, Laxmibai Tilak Chowk-422002","Religious(Christian) ,Educational ,Social "
Maharashtra,83900008,Sacred Heart Church,"Sacred Heart Church, P.o. Igatpuri, -422403","Religious(Christian) ,Educational ,Social "
Maharashtra,83900024,Manorama Sadan Manmad,"Manmad , District- Nasik -423104","Educational ,"
Maharashtra,83900029,Medical Welfare Trust,"Savita Desai Hospital, Sivaji Road-","Educational ,Social "
Maharashtra,83900051,Rotary Charity Trust,"Behind Market Yard, Camp Road, Malegaem Cap.-423105","Cultural ,Social "
Maharashtra,83900067,Anjuman Taraqqui-E-Taleem,"Quidwai Road, Islampura, Malegaon, Nashik-423203","Religious(Muslim) ,Educational ,Social "
Maharashtra,83900071,Ehyaul-Uloom Education & Welfare Society,"S.No.166, Plot No.660, Lane No.8, Raonaqabad, Malegaon-423203","Religious(Muslim) ,Educational ,"
Maharashtra,83900074,Kai. Thagubai Shankar Deore Sevabhavi Sanstha,"Saundane, Malegaon, District Nasik, Maharashtra-423208","Cultural ,Economic ,Educational ,Social "
Maharashtra,83900089,Global Infotech India,"Opp. MUHS, Chinchbari, Dindori Road, Nashik, Nashik, 422004","Economic ,Educational ,Social "
Maharashtra,83900094,GHATANDEVI SHIKSHAN PRASARAK MANDAL,"Awalkhed Road near Dhamgiri, Igatpuri, 422403","Educational ,Social "
Maharashtra,83900099,International Knowledge Foundation,"Opposite Jain Mandeer Mumbai Agra Road Villoli, Nashik, 422010","Educational ,Social "
Maharashtra,83900100,Maharashta Shikshan Vikas Mandal,"Taluka Igatpuri, Nashik, 422005","Cultural ,Economic ,Educational ,Social "
Maharashtra,83900101,YOUTH EDUCATION AND WELFARE SOCIETY,"National Campus Maulana Azad Road Sarda Circle, Nasik, 422001","Educational ,Social "
Maharashtra,83900103,Yash Foundation,"Mahindra Jeep House Udaynagar Lane No 2 Gangapur Road, Nashik, 422013","Economic ,Educational ,Social "
Maharashtra,83900104,Banganga Bahuuddeshiya Sanstha,"At Po Oney Tal Niphad Dist Nashik, Oney, 422302","Cultural ,Educational ,Social "
Maharashtra,83900105,MAHATMA GANDHI VIDYAMANDIR,"L V H MARG MALEGAON CAMP, MALEGAON, 423105","Educational ,Social "
Maharashtra,83900106,Shantidoot Charitable Trust,"1 Shakti Row House Z P Colony Shramik Nagar Satpur, Nashik, 422007","Religious(Buddhist) ,Cultural ,Educational ,Social "
Maharashtra,83900107,DARULYATAMA JAMEA BANATE FURQANIYA,"SURVEY NO 112 B2 EAST IQBAL ROAD PAWAR WADI, MALEGAON, 423203","Religious(Muslim) ,Educational ,"
Maharashtra,83900108,LION CLUB OF NASHIK CHARITABLE SANSTHA,"KAPOOR VILLA SADHU VASVANI ROAD KULKARNI COLONY SHARANPUR NASHIK, NASHIK, 422001","Educational ,Social "
Maharashtra,83900109,Dayasagar Social Educational Sanstha,"Flat No 1 Shri Swagat Apt Shivshakti Nagar Jail Road, Nashik, 422101","Educational ,Social "
Maharashtra,83900110,SARVAHARA PARIVARTAN KENDRA,"AT CHIKHALWADI POST SAMUNDI TAL TRIMBAKESHWAR DIST NASHIK, NASHIK, 422212","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
Maharashtra,83900111,VANITA VIKAS MANDAL,"INDIA SECURITY PRESS PREMISES, NEAR GYMKHANA, NASHIK ROAD, NASHIK, 422101","Educational ,"
Maharashtra,84060009,Gramin Punarrachana Kendra,"At/po-Kothala, TQ-Kallam, Osmanabad-413528","Educational ,Social "
Maharashtra,84060010,Dnyandev Shikshan Prasarak mandal,"At/Post -Kader TA-Omerga, Osmanabad-413606","Educational ,Social "
Maharashtra,84060011,Lokraja Rajashri Shahu Maharaj Bahuuddeshiya Swayamsevi Samajik Sanstha,"C/omanesh Mahadev, Sonkawade, , Khadakpura tq, Osmanabad-","Economic ,Educational ,Social "
Maharashtra,84060012,"Gramvikas Bahuuddeshiya Seva Mandal, Nalegaon","C/o K.M.Bagal, Samata Colony, Near N.P.School, No.11-413501",Social 
Maharashtra,84060017,Sawali Samaj Kalyan Bahuddeshiya Sanstha,"C/o. Swaraj Taluka Co-op. Credit Society, Aushadhi Bhavan, Near District Court, Opp. Dr. Rajmane Hospital, Samarth Nagar, Osmanabad, Osmanabad, 413501",Social 
Maharashtra,84060019,Asmita Charitable Trust,"c/o Patange Hospital, Omerga, 413606",Social 
Maharashtra,84060021,Fushaba Samajik Vikas Manch,"Dr. Ambedkar Marg, Bhim Nagar, Osmanabad, 432321","Economic ,Educational ,Social "
Maharashtra,84060024,JAI TULJABHAWANI BAHUUDDESHIYA SAMAJIK SANSTHA,"PATHRUD TAL BHUM, DIST OSMANABAD, 413504","Cultural ,Economic ,Educational ,Social "
Maharashtra,84060027,SAMANYA LOK BAHUDDESHIYA CHARITABLE TRUST,"Manik Niwas Ashok Colony Tambri vibhag Vidya Nagar, Osmanabad, 413501",Social 
Maharashtra,84060029,Prayag Samajonnati Mandal,"Deodhanora, Kallamb, 413507","Cultural ,Educational ,Social "
Maharashtra,83920028,Girija Sevabhavi Sanstha,"Nageshwari, Krishi Sarthi Colony, Basmath Road, , Parbhani, 431401","Cultural ,Economic ,Educational ,Social "
Maharashtra,83920035,SWARAJYA SEVABHAVI SANSTHA,"NARHARI NIWAS BHAJAN GALLI, PARBHANI, 431401","Cultural ,Economic ,Educational ,Social "
Maharashtra,83920037,Raje Sambhaji Sevabhavi Sanstha,"At Kinhola Post Pedgaon Taluka and District Parbhani, Kinhola, 431401",Social 
Maharashtra,83930032,Institute For Home Study,"De Nobili College, , Ramwadi, Pune -411014","Educational ,"
Maharashtra,83930033,Poona Widow Home,"3, Solapur Road-",Social 
Maharashtra,83930077,Word Of Life Publication,"31, Guru Nanak Nagar-411002","Religious(Christian) ,"
Maharashtra,83930100,Catholic Enquiry Centre,"2008, St. Veincent Street-411001","Religious(Christian) ,Educational ,"
Maharashtra,83930106,Nritya Bharti Kathak Dance Academy,"1256, Shivaji Nagar, Deccan Gymkhana-411004","Educational ,"
Maharashtra,83930114,Spicer Memorial College Of 7th Day Adventists,"Aundh Road Ganesh Khind, Pune -41107","Religious(Christian) ,Educational ,"
Maharashtra,83930120,Young Mens Christian Association,"382, New Pasta Peth, Pune-411011","Religious(Christian) ,Cultural ,Educational ,Social "
Maharashtra,83930135,Methodist Girls School,"Talegaon, (dabhade)-","Educational ,"
Maharashtra,83930151,Rotary Club Of Poona Charity Trust,"27-a, Manisha Apts.pune 411001, -",Social 
Maharashtra,83930152,Sangam World Centre Of Girl Gudide&scout,"Alandi Road, Yerwada-",Social 
Maharashtra,83930158,Sahaydri Vikas Mandal Charit Trust,"No.f-517, Vpo: Krianapur, Tal Haveli-411009",Social 
Maharashtra,83930171,L.g. Deshpande Foundation,"1347-b, Sadashiv Peth, Pune-411030","Educational ,"
Maharashtra,83930183,World Vision Of India - West Zone,"Kapil Villa, plot 9, sr.no.50/4, Kondhawa Khurda-","Economic ,Social "
Maharashtra,83930185,Poona District Leprosy Committee,"Flat No.35, 2/a, Moledina Road-",Social 
Maharashtra,83930191,Progressive Research Aids Pvt. Ltd.,"Shrikrupa, 18 Sitabag Colony, Vitthal Wadi Road-","Educational ,Social "
Maharashtra,83930195,Maharashi Vinod Research Foundation,"2100, Shanti Mandir, Sadashiv Peth-","Educational ,"
Maharashtra,83930200,Ayurved Shikshan Sansthan,"2062, Sada Shivpeth-","Educational ,"
Maharashtra,83930222,"Sndt Women's University,(department Of Continuing & Adult Education & Extn Work",", Pune Sub Centre-411004","Economic ,Educational ,Social "
Maharashtra,83930245,Maharashtra Medical Foundation,"778, Shivaji Nagar-411004","Educational ,Social "
Maharashtra,83930254,National Insurance Academy,"25 Balewadi Baner Road, Pune.-","Educational ,"
Maharashtra,83930258,Institute Of Rural Development & Education,"1208, A/2, Apte Road-411004","Educational ,Social "
Maharashtra,83930259,D.R.O.P.,"11/1a, sukhsagarnagar, Katraj-411046",Social 
Maharashtra,83930268,Kakasaheb Gadgil Pratishthan,"419, Shaniwar Peth-411030","Educational ,Social "
Maharashtra,83930279,S.m. Joshi Socialist Foundation,"Sane Guruji Samarak, Sinhagad Road-","Educational ,Social "
Maharashtra,83930299,Sushrut Medical Care & Research Society,"1160/61, Shivaji Nagar, Dist- Pune-411005",Social 
Maharashtra,83930301,Hindavi Swaraj Pratishthan,"Kille Rajad At. & Po. Chirmodi, Tal- Velhe-412213",Social 
Maharashtra,83930309,Welfare Medical Foundations Mohintara Hospital,"S.n. 84, Palacino Apprtment, Near, Vaibhav Theatre, Hadapsari-411028",Social 
Maharashtra,83930340,Kibbtus,"37-a, Bldg. No. 2, Flat No. 14, Patil Complex, Aundh -411003","Economic ,Educational ,Social "
Maharashtra,83930342,Kalawati Adarsh Mahila Vikas Kendra,"""siddhakala"" Dnyanadeep Colony, Lane No.-2, Below Canal Karve Nagar-411052","Educational ,Social "
Maharashtra,83930347,Vidya pratishthan,"M.i.d.c., (resi. Zone), Bhigwan Road, Vidyanagri, Baramati, 413133","Educational ,"
Maharashtra,83930367,Vasant Dada Sugar Institute,"Manjari (bk), Tal. Haveli-412307","Educational ,Social "
Maharashtra,83930375,Revaben Nagindas Mehta Foundation,"12-A Reva Bunglow Lokesh Society, Bibewadi -411037","Educational ,Social "
Maharashtra,83930386,Baby Friend Child Welfare Trust,"203 Sterling Centre, M.G. Road, , Pune, -411001","Economic ,Social "
Maharashtra,83930387,National Friends Association,"Ajay Typing Center, Opp. Tahsil , Office, Tulsi Bagh, Daund, -413801","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930401,Vedic Heritage India,"5, Shreeji Bungalows, Valvan, Lonawala, Pune-410401","Cultural ,Educational ,Social "
Maharashtra,83930405,Bhakti Foundation,"C/oMata Vishnu Priya, 4D, Ajit, Apartments, Hari Krishna Mandir Road-411016","Cultural ,Educational ,Social "
Maharashtra,83930414,Prism Foundation,"895, Shivajinagar, Deccan Gymkhana, Pune City, Pune-411004","Educational ,Social "
Maharashtra,83930428,Maharashtra Energy Development Agency (MEDA),"MHADA Commercial Complex, , 2nd Floor, Opposite : Tridal Nagar, -411006",Social 
Maharashtra,83930435,Shri Shivjan Pratisthan,"E-2/16, Taradatta Park, Saswad, , Pune, Maharashtra-412301",Social 
Maharashtra,83930462,Samarth Health Care Foundation,"484/6, Mitra Mandal Colony, Pune, Maharashtra-411009","Economic ,Educational ,Social "
Maharashtra,83930467,Prayatna - for People With Special Needs,"53, M.g.Road, Camp, Pune, Maharashtra-411001","Economic ,Educational ,Social "
Maharashtra,83930501,Swami Vivekanand Jeevanjyot Sanstha,"8, Radhika Sahavas, Vadgaon Budruk, Pune, 411041",Social 
Maharashtra,83930508,National Institute of Ophthalmology,"1187/30, Off Ghole Road, Near M. Phule Museum, Shivajinagar, Pune, 411005","Educational ,Social "
Maharashtra,83930510,MODERN EDUCATION SOCIETY,"19 LATE PRINCIPAL V.K. JOAG PATH, , PUNE, 411001","Educational ,"
Maharashtra,83930516,Marian Cardiac Center and Research Foundation,"Thackers House, Wing-A, 1st Floor, 2418, East Street, , Pune, 411001","Educational ,Social "
Maharashtra,83930518,SANKALP SEVADHAM TRUST,"GORHE BK. POST DONJE TAL-HAVELI, GORHE, 411042","Educational ,Social "
Maharashtra,83930531,Al Amin Educational And Medical Foundation,"A/p-Manchar, Tal-Ambegaon, Dist-Pune, Manchar, 410503","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
Maharashtra,83930544,Shree Gajanan Medical Foundation and Research Institute,"Deccan Tower 14 Solapur road Opposite Pulgate Post Office Camp, Pune, 411001","Educational ,Social "
Maharashtra,83930559,MARATHWADA MITRA MANDAL,"302/A, Deccan Gymkhana, , Pune, 411004","Cultural ,Educational ,Social "
Maharashtra,83930562,BRILLIANCE EDUCATIONAL FOUNDATION,"GAT NO 370 AT KHANAPUR, JUNNAR, 410502","Educational ,Social "
Maharashtra,83930574,Vasant Charitable Foundation,"927 Sanas Memories Fergusson College Road, Pune, 411004","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930576,ROTARY CLUB OF PUNE GANDHI BHAVAN CHARITABLE TRUST,"36 1 SAHAJANAND SOCIETY GANDHIBHAVAN KOTHRUD, PUNE, 411038",Social 
Maharashtra,83930588,Bharati Mahila Mandal,"Survey No 67 26 Behind Himgiri School Vidyanagar, Pune, 411032","Cultural ,Educational ,Social "
Maharashtra,83930591,Sharad Krida Va Sanskrutik Pratishthan,"Shop no 1 371 B Kasturi Apts shaniwar peth, PUNE, 411030",Social 
Maharashtra,83930594,YUG PARIVARTAN BAHUUDDESHIYA SAMAJIK SANSTHA,"S N 12 NEAR URDU SCHOOL OPP DR RANDE LAXMI NAGAR YERWADA, PUNE, 411006","Cultural ,Educational ,Social "
Maharashtra,83930596,RAVI PARANJAPE FOUNDATIONS SPACE INSTITUE FOR EDUCATION AND REHABLITATION OF SPASTICS PUNE,"4 RUTICA 1098 5 A MODEL COLONY SHIVAJINAGAR, PUNE, 411016","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930597,V H B P PANDURANG KATE PRATHISHTHAN,"PIMPLE SAUDAGAR KATE NAGAR TAL HAVELI, PUNE, 411027","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930599,MAHARAJA SHIVACHHATRAPATI PRATISHTAN TRUST,"VISHRAMBAUG WADA SADASHIV PETH KUMTHEKAR ROAD, PUNE, 411030","Educational ,Social "
Maharashtra,83930600,Swayamsiddha Swayam Rojgar Apanga Punarvasan Sanstha,"Sr no 41 Mahadev Nagar Vadgaon Sheri, Pune, 411014",Social 
Maharashtra,83930602,Janeev Samajik Sansthan,"Survey No 574-3 Near Yash Lawns Bibwewadi, Pune, 411037","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930603,A J Foundation,"Plot No 8 Survey No 288 Raisoni Industrial Estate, Hinjewadi Pune, 411057","Economic ,Social "
Maharashtra,83930604,ROTARY CLUB OF PUNE KATRAJ CHARITABLE TRUST,"44 MUKTANGAN ENGLISH SCHOOL CAMPUS VIDYA NAGARI PARVATI, PUNE, 411009","Educational ,Social "
Maharashtra,83930605,Ela Foundation,"C9 Bhosale Park Sahakar Nagar No 2, Pune, 411009",Social 
Maharashtra,83930607,Dr Vikhe Patil Foundation,"Off Senapati Bapat Road Marg Near Patrakar Nagar, Pune, 411016","Educational ,"
Maharashtra,83930608,creative education society,"PUNE, pune, 411019","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
Maharashtra,83930609,P K FOUNDATION,"GAT NO 321 KADACHIWADI CHAKAN SHIKRAPUR ROAD CHAKAN TAL KHED DIST PUNE, PUNE, 410501","Educational ,Social "
Maharashtra,83930610,NAISARGIK SHIKSHAN SANSHODHAN VA PRASHIKSHAN SANSTHA,"NEAR BSNL TOWER PATAN ROAD AT POST MALWALI TQ WADGAON MAVAL, PUNE, 410405",Social 
Maharashtra,83930613,MANGALYA SHIKSHAN PRASARAK SANSTHA,"FLAT NO 31 INDRAPRASTHA NAGAR GADITAL HADAPSAR S N 4A 8 BLDG NO 3, Pune, 411028","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930614,SPARSH,"35 Chandan Gardens Next to clover Highland NIBM Road Kondhwa, Pune, 411048","Educational ,Social "
Maharashtra,83930615,KIRAN CHRISTIAN WELFARE AND REHABILITATION FOUNDATION,"KIRANS BUNGALOW ATAND POST KEDGAON TAL DAUND, KEDGAON, 412203",Social 
Maharashtra,83930616,GLOBAL MUSLIM MINORITY EDUCATION SOCIETY,"C/O LADY FAIZUNNISA KHAN ENGLISH SCHOOL LAXMI NAGAR, KONDHWA BUDRUK PUNE-48, PUNE, 411048","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930618,Andh Adiwasi Samaj Dharmashala,"Vadgaon Road Opp Dyansagar Mangal Karyalaya Saibaba Nagar Alandi Devachi Tq Khed, Khed, 412105","Cultural ,Educational ,Social "
Maharashtra,83930619,THE BISHOPS EDUCATION SOCIETY,"5A GENERAL BHAGAT MARG, PUNE, 411001","Educational ,"
Maharashtra,83930621,SARASWATI MAHILA MANDAL,"487 Shukrawar Peth Pune, Pune, 411009","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930622,Pratham Shikshan Mandal,"Kale Borate Nagar, Ganpati Mandir Chowk, Sachin Kale Building, 1st Floor, Hadapsar, Pune - 411028, Pune, 411028","Educational ,Social "
Maharashtra,83930624,ROTARY CLUB OF PUNE UNIVERSITY CHARITABLE TRUST,"1078 7A, YOGINI APARTMENTS, MODEL COLONY, SHIVAJI NAGAR, PUNE, 411016","Educational ,Social "
Maharashtra,83930625,Astitva Pratisthan,"Sankalp Society S No 18 Near Shanimandir Godhalenagar Hadapsar Pune, Pune, 411028","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930626,PEEPAL FOUNDATION,"10/2 KESHAV CHAYA APARTMENT BHAU PATIL ROAD BOPADI PUNE, PUNE, 411003","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930628,ROTARY CLUB OF POONA WEST CHARITY TRUST,"125-5 PRABHATNAGAR LAW COLLEGE ROAD OPPOSITE FILM INSTITUTE, PUNE, 411004","Educational ,Social "
Maharashtra,83930629,Kala Ved Pratisthan,"B 3 203 Anita Residency Katraj Kondhva by pass in front of petrol pump Katraj Pune 411046, Pune, 410046","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930630,Jambudvipa,"Plot no 3 Survey No 247 14B Deccan College Road Yerawada, pune, 411006","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930632,DAKSHANA INDIA EDUCATIONAL TRUST FUND,"Dakshana Valley Kadus Village Pune Maharashtra - 412 404, Pune, 412404","Educational ,"
Maharashtra,83930634,Persistent Foundation,"Bhageerath, 402 Senapati Bapat Road, Pune, 411016","Educational ,Social "
Maharashtra,83930635,SANT SEVA ASHRAM TRUST,"APPAJI VITTHAL TEMPLE A P MURUM TAL BARAMATI DIST PUNE, PUNE, 412306","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930636,APT Research Foundation,"Sinhgad Road, Pune, 411041","Educational ,Social "
Maharashtra,83930637,BALLERINA MANAGEMENT INSTITUTE,"1011 19 INDIRA MITRANAGAR DEEP BUNGLOW CHOWK, PUNE, 411016","Educational ,Social "
Maharashtra,83930638,Identity Foundation,"17 1 Red House Vidnyan Nagar Society Bawdhan Khrud, Pune, 411021","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930639,Siddhi Mahila Gruh Udyog Prashikshan Sanstha,"Shivneri Kamdhenu Estate Nearby Usha Kiran Hospital Hadapsar, Pune, 411028","Economic ,Educational ,Social "
Maharashtra,83930640,DURGADEVI CHARITABLE TRUST,"15 SYMPHONY C S NO 210 A RANGE HILLS ROAD, PUNE, 411020","Educational ,Social "
Maharashtra,83930641,BIBLE FELLOWSHIP CENTER WAGHOLI,"SR NO 111 1, PL NO 6, FLAT NO 10, HARI HOME APARTMENT, RAVINDRA NAGAR, YERWAD, PUNE, 411006",Social 
Maharashtra,83930642,Shri Devdeveshwar Sansthan Parvati and Kothrud,"2170, Sadashiv Peth, Pune, 411030",Social 
Maharashtra,83930643,INTERNATIONAL LONGEVITY CENTRE INDIA,"CASP BHAVAN PASHAN SNO 132 2 PLOT NO 3 PASHAN BANER LINK ROAD, PUNE, 411021",Social 
Maharashtra,83930645,ADHAR MANDAL,"LOWER INDIRA NAGAR BIBWEWADI, Pune, 411037","Economic ,"
Maharashtra,83930647,NAV BHARAT VIKAS FOUNDATION,"205, MPJ CHAMBERS , WAKDEWADI, PUNE, 411003","Cultural ,Educational ,Social "
Maharashtra,83930648,SAMYAK A Communication and Resource Centre,"B 3/14 Damodar Nagar Hingane Kh Sinhgad Road Pune, Pune, 411051","Cultural ,Economic ,Educational ,Social "
Maharashtra,83930649,CARE FOUNDATION,"R. H. NO. 01, Chandan Garden, Off. NIBM Road, Kondhwa., Pune, 411048","Educational ,Social "
Maharashtra,83930650,Hirabai Cowasji Jehangir Medical Research Institute,"Block V, Lower Ground Floor, Jehangir Hospital Premises, 32 Sassoon Road, , Pune, 411001",Social 
Maharashtra,83850005,The Leprosy Mission Hospital,"Poladpur, Raigarh-402303","Religious(Christian) ,Social "
Maharashtra,83850012,Gramin Lok Sewa Mandal,"Dt. Raigad Ms, Po: Kashelle.-","Educational ,"
Maharashtra,83850026,Samabhavana,"6-Sumangal Co-op.Hsg.Society, Sec-2, , Opp. D.M.Engg. College, Airoli, -400708",Social 
Maharashtra,83850034,MUhammedia Religious Educational and Charitable Trust,"90-D-5 Madrasa Muhammedia, Mulla Compound, Uran, 400702","Religious(Muslim) ,Educational ,Social "
Maharashtra,83850040,Suhit Jeevan Social and Educational Society,"c/o Shantaram Hasha Mhatre, At Post- Gurukrupa Nivas, Mahadak Wadi, Ganesh Nagar, Pen, Tal- Pen, 402107","Cultural ,Economic ,Educational ,Social "
